,Score_date,Business Type,Main Category,Checking Result (Sub Category),Background detail- ID,Team/Category
283,2023-08-28,AFI,Customer,Not meet expectation,Definition of maturity,Installment/Payment Gateway
284,2023-08-28,AFI,Customer,Not meet expectation,Already paid but still contacted,Collection
285,2023-08-28,AFI,Customer,Not meet expectation,discount while paying off,Loan
286,2023-08-28,AFI,Customer,Not meet expectation,Big day fine,Loan
287,2023-08-28,AFI,Customer,Not meet expectation,Repayment of loan bills,Loan
288,2023-08-28,ASI,SOP Improvement,FAQ Revision Q&A ,Change Emergency Contact Number,Data Change
289,2023-08-28,ASI,Customer,Not meet expectation,Change job data,Data Change
290,2023-08-28,ASI,SOP Improvement,FAQ Revision Q&A ,Not getting a bonus from inviting friends,Promo/Undian/Event
291,2023-08-28,ASI,SOP Improvement,FAQ Revision Q&A ,Cancellation of credit orders,Voucher
292,2023-08-28,ASI,Customer,Not meet expectation,Electric tokens cannot be used,Voucher
293,2023-08-28,ASI,Customer,Not meet expectation,Refund in verification,Refund
294,2023-08-28,ASI,SOP Improvement,FAQ Revision Q&A ,Application login constraints,Bug
295,2023-08-28,ASI,SOP Improvement,FAQ Revision Q&A ,Constraints to update the new version of the application,Bug
296,2023-08-28,ASI,SOP Improvement,FAQ Revision Q&A ,Notif there is an increase in limit but does not increase,Bug
297,2023-08-28,ASI,SOP Improvement,FAQ Revision Q&A ,QR Payment/Alfamart Constraints,Bug
298,2023-08-28,ASI,Customer,Not meet expectation,Facial verification constraints,Bug
299,2023-08-28,AFI,SOP Improvement,FAQ Revision Q&A ,How to pay with Akulaku Paylater,Akulaku Paylater
300,2023-08-28,AFI,SOP Improvement,FAQ Revision Q&A ,AKULAKU PAYLATER REFUND PROCESS,Akulaku Paylater
301,2023-08-28,AFI,SOP Improvement,FAQ Revision Q&A ,Constraints for using offline code scan services,Akulaku Paylater
302,2023-08-28,AFI,SOP Improvement,FAQ Revision Q&A ,Use the limit after the Paylater Akulaku Limit runs out,Akulaku Paylater
303,2023-08-28,AFI,SOP Improvement,FAQ Revision Q&A ,Can I pay earlier at Akulaku Paylater?,Akulaku Paylater
304,2023-08-28,AFI,SOP Improvement,FAQ Revision Q&A ,Understanding of the application akulaku,Submission of Limit/Credit Points
305,2023-08-28,AFI,Operational,"Code removed, new submission",Extension of Payment at Akulaku Paylatter,Akulaku Paylater
306,2023-08-28,AFI,SOP Improvement,FAQ Revision Q&A ,How to submit akulaku paylater,Akulaku Paylater
307,2023-08-28,AFI,Customer,Not meet expectation,The status of submission of the limit in Akulaku has passed the deadline but not yet verified,Submission of Limit/Credit Points
308,2023-08-28,AFI,SOP Improvement,FAQ Revision Q&A ,Check the Akulaku Paylater Bill,Akulaku Paylater
309,2023-08-28,ASI,SOP Improvement,FAQ Revision Q&A ,How to change the password/forget the password,Data Change
310,2023-08-28,AFI,SOP Improvement,FAQ Revision Q&A ,How to apply for a loan,Loan
311,2023-08-28,AFI,SOP Improvement,FAQ Revision Q&A ,Loan interest amount,Loan
312,2023-08-28,AFI,SOP Improvement,FAQ Revision Q&A ,Check the loan status,Loan
313,2023-08-28,AFI,SOP Improvement,FAQ Revision Q&A ,Have not received loan funds,Loan
314,2023-08-28,AFI,SOP Improvement,FAQ Revision Q&A ,The Installment Fund bill has not been updated,Loan
315,2023-08-28,AFI,SOP Improvement,FAQ Revision Q&A ,Installments have not been received,Loan
316,2023-08-28,AFI,Customer,Not meet expectation,OVO payment was not successful,Installment/Payment Gateway
317,2023-08-28,AFI,Customer,Not meet expectation,Click Indomaret payment failed,Akulaku Paylater
318,2023-08-28,AFI,Customer,Not meet expectation,Cannot shop at Bukalapak,Akulaku Paylater
319,2023-08-28,AFI,Customer,Not meet expectation,Can you shop for paylater at Akulaku's online shop?,Akulaku Paylater
320,2023-08-28,AFI,Customer,Not meet expectation,How to activate the QRIS feature,Akulaku Paylater
321,2023-08-28,AFI,Customer,Not meet expectation,Difficulty paying off bill installments,Collection
322,2023-08-28,AFI,SOP Improvement,FAQ Revision Q&A ,Is Akulaku Paylater safe?,Account Security
323,2023-08-28,AFI,Customer,Not meet expectation,How to authorize the BPJS Employment account for submission/transaction,Submission of Limit/Credit Points
324,2023-08-28,AFI,Customer,Not meet expectation,How to transactions in the Akulaku application,Akulaku Paylater
325,2023-08-28,AFI,Customer,Not meet expectation,Display Details of Akulaku Paylater Bill,Akulaku Paylater
326,2023-08-28,AFI,Customer,Not meet expectation,Already paid the down payment but the order has not yet appeared,Installment/Payment Gateway
327,2023-08-28,AFI,Operational,Classification details not match,Akulaku is registered with OJK,SLIK
328,2023-08-28,AFI,Customer,Not meet expectation,Freeze accounts because it is misused,Account Security
329,2023-08-28,AFI,SOP Improvement,FAQ Revision Q&A ,"Failed payment, credit limit has not returned",Installment/Payment Gateway
330,2023-08-29,ASI,SOP Improvement,FAQ Revision Q&A ,Credit not yet received (Answer ID),Voucher
331,2023-08-29,ASI,SOP Improvement,FAQ Revision Q&A ,Data Package has not been received,Voucher
332,2023-08-29,ASI,Operational,Answer not update by Engginer,PLN token number has not been received,Voucher
333,2023-08-29,ASI,SOP Improvement,Error in typing FAQ,Change of telephone number,Data Change
334,2023-08-29,AFI,Customer,Not meet expectation,Cannot be installments,Submission of Limit/Credit Points
335,2023-08-29,AFI,Customer,Not meet expectation,Cannot be installments,Submission of Limit/Credit Points
336,2023-08-29,AFI,Customer,Not meet expectation,Cannot be installments,Submission of Limit/Credit Points
337,2023-08-29,AFI,Customer,Not meet expectation,Failed loan application,Loan
338,2023-08-29,AFI,Customer,Not meet expectation,Failed loan application,Loan
339,2023-08-29,AFI,Operational,Answer not update by Engginer,Application for account unblocking,Account Security
340,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Loan limit decreased,Loan
341,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Loan limit decreased,Loan
342,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Delay in bill payments,Collection
343,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Delay in bill payments,Collection
344,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Cannot be installments,Submission of Limit/Credit Points
345,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Cannot be installments,Submission of Limit/Credit Points
346,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Failed loan application,Loan
347,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Failed loan application,Loan
348,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Failed loan application,Loan
349,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Loan Limit decreased,Loan
350,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Loan Limit decreased,Loan
351,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Loan Limit decreased,Loan
352,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Delay Paying Loan Bills,Collection
353,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Delay Paying Loan Bills,Collection
354,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Delay Paying Loan Bills,Collection
355,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Can't make loans,Loan
356,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Can't make loans,Loan
357,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Cannot make credit applications in the Akulaku application,Loan
358,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Cannot make credit applications in the Akulaku application,Loan
359,2023-08-29,AFI,Customer,Not meet expectation,Constraints Cannot Buy Products,Submission of Limit/Credit Points
360,2023-08-29,AFI,Customer,Not meet expectation,Pembayaran Akulaku Paylater tidak sesuai,Akulaku Paylater
361,2023-08-29,AFI,Customer,Not meet expectation,Pembayaran Akulaku Paylater tidak sesuai,Akulaku Paylater
362,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,How to apply for a loan,Loan
363,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,How to apply for a loan,Loan
364,2023-08-29,ASI,Operational,Answer not update by Engginer,Credit not yet received (Answer ID),Voucher
365,2023-08-29,ASI,Operational,Answer not update by Engginer,Credit not yet received (Answer ID),Voucher
366,2023-08-29,ASI,Customer,Not meet expectation,PLN transaction has not been successful,Voucher
367,2023-08-29,ASI,Customer,Not meet expectation,PLN transaction has not been successful,Voucher
368,2023-08-29,ASI,Customer,Not meet expectation,Credit orders failed,Voucher
369,2023-08-29,ASI,Operational,Answer not update by Engginer,Application login constraints,Bug
370,2023-08-29,ASI,SOP Improvement,FAQ Revision Q&A ,Merchant Online - Status will be sent,Merchant Online
371,2023-08-29,AFI/ASI,Customer,Not meet expectation,Confirm about the problem,No Category
372,2023-08-29,AFI/ASI,Customer,Not meet expectation,Confirm about the problem,No Category
373,2023-08-29,AFI/ASI,Customer,Not meet expectation,Customer service complaints,No Category
374,2023-08-29,AFI/ASI,Customer,Not meet expectation,Customer service complaints,No Category
375,2023-08-29,AFI/ASI,Customer,Not meet expectation,Customer service complaints,No Category
376,2023-08-29,AFI/ASI,Customer,Not meet expectation,Akulaku email service,No Category
377,2023-08-29,AFI/ASI,Customer,Not meet expectation,Akulaku email service,No Category
378,2023-08-29,AFI,Operational,"Code removed, new submission",Lazada paylater- transaction constraints,Akulaku Paylater
379,2023-08-29,ASI,SOP Improvement,Error in typing FAQ,Kendala Akulaku Paylater ,Bug
380,2023-08-29,AFI,Operational,"Code removed, new submission",Cannot be installments,Submission of Limit/Credit Points
381,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,"Memiliki pinjaman di platform lain, tidak bisa transaksi limit",Submission of Limit/Credit Points
382,2023-08-29,AFI,SOP Improvement,Error in typing FAQ,How to Complete Credit Information Points,Submission of Limit/Credit Points
383,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Credit Score Check,Submission of Limit/Credit Points
384,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Credit Score Check,Submission of Limit/Credit Points
385,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Failed to apply for a loan,Loan
386,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,How to submit a credit limit,Submission of Limit/Credit Points
387,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Loan limit decreased,Loan
388,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Loan limit decreased,Loan
389,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,How to Change Account Number,Loan
390,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,How to add an account number,Loan
391,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Loan funds have not been received,Loan
392,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Loan funds have not been received,Loan
393,2023-08-29,AFI,Customer,Not meet expectation,Do not have BPJS/NPWP for loans,Loan
394,2023-08-29,AFI,Customer,Not meet expectation,Check the remaining loan bill,Loan
395,2023-08-29,AFI,Operational,Answer not update by Engginer,Cannot make a loan,Loan
396,2023-08-29,AFI,Operational,Answer not update by Engginer,Cannot make a loan,Loan
397,2023-08-29,AFI,Operational,Answer not update by Engginer,Cannot make a loan,Loan
398,2023-08-29,AFI,Customer,Not meet expectation,Tiktok transaction constraints using Akulaku,Submission of Limit/Credit Points
399,2023-08-29,AFI,Customer,Not meet expectation,Loan application back after the bill is paid off,Loan
400,2023-08-29,AFI,Customer,Not meet expectation,Loan application back after the bill is paid off,Loan
401,2023-08-29,AFI,Customer,Not meet expectation,Loan application back after the bill is paid off,Loan
402,2023-08-29,AFI,Customer,Not meet expectation,Not getting a credit limit,Submission of Limit/Credit Points
403,2023-08-29,AFI,Customer,Not meet expectation,"Late Pay, Cannot Credit Transactions",Submission of Limit/Credit Points
404,2023-08-29,AFI,Customer,Not meet expectation,"Late Pay, Cannot Submit a Loan",Loan
405,2023-08-29,AFI,Customer,Not meet expectation,"Late Pay, Cannot Submit a Loan",Loan
406,2023-08-29,AFI,Customer,Not meet expectation,Akulaku Paylater cannot be used,Akulaku Paylater
407,2023-08-29,AFI,Customer,Not meet expectation,Akulaku Paylater cannot be used,Akulaku Paylater
408,2023-08-29,AFI,Customer,Not meet expectation,Akulaku Paylater cannot be used,Akulaku Paylater
409,2023-08-29,AFI,Customer,Not meet expectation,"Loans do not qualify/fail, previously succeeded",Loan
410,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Cannot apply for loan because still have other loan bill,Loan
411,2023-08-29,AFI,Customer,Not meet expectation,Shopping limits cannot be used,Submission of Limit/Credit Points
412,2023-08-29,AFI,Customer,Not meet expectation,Shopping limits cannot be used,Submission of Limit/Credit Points
413,2023-08-29,AFI,Customer,Not meet expectation,Shopping limits cannot be used,Submission of Limit/Credit Points
414,2023-08-29,AFI,Operational,"Code removed, new submission",Cannot be installments,Submission of Limit/Credit Points
415,2023-08-29,AFI,Operational,"Code removed, new submission",Cannot be installments,Submission of Limit/Credit Points
416,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Paylater limit cannot be used,Submission of Limit/Credit Points
417,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Paylater limit cannot be used,Submission of Limit/Credit Points
418,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Paylater submission failed,Submission of Limit/Credit Points
419,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Paylater submission failed,Submission of Limit/Credit Points
420,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Paylater cannot be used again,Submission of Limit/Credit Points
421,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Paylater cannot be used again,Submission of Limit/Credit Points
422,2023-08-29,AFI,Customer,Not meet expectation,Paylater has been paid off but the bill appears,Submission of Limit/Credit Points
423,2023-08-29,AFI,Customer,Not meet expectation,Large Paylater limit but not functioning,Submission of Limit/Credit Points
424,2023-08-29,AFI,Customer,Not meet expectation,Large Paylater limit but not functioning,Submission of Limit/Credit Points
425,2023-08-29,AFI,Customer,Not meet expectation,The limit did not increase after paying the installment bill,Loan
426,2023-08-29,ASI,SOP Improvement,Error in typing FAQ,The limit did not increase after paying the loan bill,Submission of Limit/Credit Points
427,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Want a loan application,Loan
428,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Want a loan application,Loan
429,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Want a loan application,Loan
430,2023-08-29,AFI,Customer,Not meet expectation,Check the remaining installment fund bill,Loan
431,2023-08-29,AFI,Customer,Not meet expectation,Loan limits do not increase,Loan
432,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Loans do not pass verification,Loan
433,2023-08-29,AFI,Customer,Not meet expectation,Installment loan application constraints,Loan
434,2023-08-29,AFI,Customer,Not meet expectation,"Can not be a loan, while the limit is available",Loan
435,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,"On time paying loans, but can't borrow",Loan
436,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,"On time paying loans, but can't borrow",Loan
437,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,"On time paying loans, but can't borrow",Loan
438,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Cannot apply for a loan,Loan
439,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Cannot apply for a loan,Loan
440,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Loan application is rejected,Loan
441,2023-08-29,AFI,SOP Improvement,FAQ Revision Q&A ,Failure to Use Paylater Limit,Submission of Limit/Credit Points
